,0,1,2,3,4,5,6,7,8
78839,2016/6/29,0:24:6,4.0,0.0,0.04,60.21,36.0,32.0,30
78840,2016/6/29,0:24:13,4.0,0.0,0.05,43.6,36.0,32.0,30
78841,2016/6/29,0:24:19,4.0,0.0,0.04,51.07,37.0,32.0,30
78842,2016/6/29,0:24:25,4.0,0.0,0.04,45.26,36.0,32.0,30
78843,2016/6/29,0:24:31,4.0,0.0,0.04,38.62,36.0,32.0,30
78844,2016/6/29,0:24:37,4.0,0.0,0.04,45.26,37.0,32.0,30
78845,2016/6/29,0:24:43,4.0,0.0,0.04,51.9,37.0,32.0,30
78846,2016/6/29,0:24:49,4.0,0.0,0.05,48.58,37.0,32.0,30
78847,2016/6/29,0:24:55,4.0,0.0,0.04,46.92,37.0,32.0,30
78848,2016/6/29,0:25:1,4.0,0.0,0.05,51.07,37.0,32.0,30
78849,2016/6/29,0:25:7,4.0,0.0,0.04,53.56,37.0,32.0,30
78850,2016/6/29,0:25:13,4.0,0.0,0.04,39.45,37.0,32.0,30
78851,2016/6/29,0:25:19,4.0,0.0,0.05,37.79,37.0,32.0,30
78852,2016/6/29,0:25:25,4.0,0.0,0.04,51.07,37.0,32.0,30
78853,2016/6/29,0:25:31,4.0,0.0,0.04,59.37,37.0,32.0,30
78854,2016/6/29,0:25:38,4.0,0.0,0.04,41.11,37.0,32.0,30
78855,2016/6/29,0:25:44,4.0,0.0,0.04,41.11,37.0,32.0,30
78856,2016/6/29,0:25:50,4.0,0.0,0.04,56.05,37.0,32.0,30
78857,2016/6/29,0:25:56,4.0,0.0,0.04,31.98,37.0,32.0,30
78858,2016/6/29,0:26:2,4.0,0.0,0.04,42.77,37.0,32.0,30
78859,2016/6/29,0:26:8,4.0,0.0,0.04,61.04,37.0,32.0,30
78860,2016/6/29,0:26:14,4.0,0.0,0.04,57.71,37.0,32.0,30
78861,2016/6/29,0:26:20,4.0,0.0,0.04,31.15,37.0,32.0,30
78862,2016/6/29,0:26:26,4.0,0.0,0.04,51.07,37.0,32.0,30
78863,2016/6/29,0:26:32,4.0,0.0,0.04,33.64,37.0,32.0,30
78864,2016/6/29,0:26:38,4.0,0.0,0.04,39.45,37.0,32.0,30
78865,2016/6/29,0:26:44,4.0,0.0,0.04,51.07,37.0,32.0,30
78866,2016/6/29,0:26:50,4.0,0.0,0.04,49.41,37.0,32.0,30
78867,2016/6/29,0:26:56,4.0,0.0,0.04,37.79,37.0,32.0,30
78868,2016/6/29,0:27:3,4.0,0.0,0.04,33.64,37.0,32.0,30
78869,2016/6/29,0:27:9,4.0,0.0,0.04,31.15,37.0,32.0,30
78870,2016/6/29,0:27:15,4.0,0.0,0.04,38.62,37.0,32.0,30
78871,2016/6/29,0:27:21,4.0,0.0,0.04,44.43,37.0,32.0,30
78872,2016/6/29,0:27:27,4.0,0.0,0.04,31.98,37.0,32.0,30
78873,2016/6/29,0:27:33,4.0,0.0,0.04,39.45,37.0,32.0,30
78874,2016/6/29,0:27:39,4.0,0.0,0.04,47.75,37.0,32.0,30
78875,2016/6/29,0:27:45,4.0,0.0,0.04,40.28,37.0,32.0,30
78876,2016/6/29,0:27:51,4.0,0.0,0.04,50.24,37.0,32.0,30
78877,2016/6/29,0:27:57,4.0,0.0,0.04,41.11,37.0,32.0,30
78878,2016/6/29,0:28:3,4.0,0.0,0.05,33.64,37.0,32.0,30
78879,2016/6/29,0:28:9,4.0,0.0,0.04,60.21,37.0,32.0,30
78880,2016/6/29,0:28:15,4.0,0.0,0.04,45.26,37.0,32.0,30
78881,2016/6/29,0:28:21,4.0,0.0,0.05,34.47,37.0,32.0,30
78882,2016/6/29,0:28:28,4.0,0.0,0.04,38.62,37.0,32.0,30
78883,2016/6/29,0:28:34,4.0,0.0,0.04,39.45,37.0,32.0,30
78884,2016/6/29,0:28:40,4.0,0.0,0.04,47.75,37.0,32.0,30
78885,2016/6/29,0:28:46,4.0,0.0,0.04,46.92,37.0,32.0,30
78886,2016/6/29,0:28:52,4.0,0.0,0.05,54.39,37.0,32.0,30
78887,2016/6/29,0:28:58,4.0,0.0,0.04,52.73,37.0,32.0,30
78888,2016/6/29,0:29:4,4.0,0.0,0.04,62.7,37.0,32.0,30
78889,2016/6/29,0:29:10,4.0,0.0,0.04,41.94,37.0,32.0,30
78890,2016/6/29,0:29:16,4.0,0.0,0.04,38.62,37.0,32.0,30
78891,2016/6/29,0:29:22,4.0,0.0,0.04,40.28,37.0,32.0,30
78892,2016/6/29,0:29:28,4.0,0.0,0.04,40.28,37.0,32.0,30
78893,2016/6/29,0:29:34,4.0,0.0,0.04,58.54,37.0,32.0,30
78894,2016/6/29,0:29:40,4.0,0.0,0.04,45.26,37.0,32.0,30
78895,2016/6/29,0:29:46,4.0,0.0,0.04,40.28,37.0,32.0,30
78896,2016/6/29,0:29:53,4.0,0.0,0.05,40.28,37.0,32.0,30
78897,2016/6/29,0:29:59,4.0,0.0,0.04,39.45,37.0,32.0,30
78898,2016/6/29,0:30:5,4.0,0.0,0.05,34.47,37.0,32.0,30
78899,2016/6/29,0:30:11,4.0,0.0,0.04,47.75,37.0,32.0,30
78900,2016/6/29,0:30:17,4.0,0.0,0.04,38.62,37.0,32.0,30
78901,2016/6/29,0:30:23,4.0,0.0,0.05,36.96,37.0,32.0,30
78902,2016/6/29,0:30:29,4.0,0.0,0.05,51.07,37.0,32.0,30
78903,2016/6/29,0:30:35,4.0,0.0,0.04,42.77,37.0,32.0,30
78904,2016/6/29,0:30:41,4.0,0.0,0.04,55.22,37.0,32.0,30
78905,2016/6/29,0:30:47,4.0,0.0,0.04,52.73,37.0,32.0,30
78906,2016/6/29,0:30:53,4.0,0.0,0.04,43.6,37.0,32.0,30
78907,2016/6/29,0:30:59,4.0,0.0,0.05,48.58,37.0,32.0,30
78908,2016/6/29,0:31:5,4.0,0.0,0.04,41.94,37.0,32.0,30
78909,2016/6/29,0:31:12,4.0,0.0,0.04,40.28,37.0,32.0,30
